video_id,lecture_title,primary_tag,topic_label,entity_name,confidence,tag_score,tag_margin,tag_runner_up,start_sec,end_sec,start_label,end_label,duration_sec,video_time_url,tag_status,excerpt
Breast_Lecture_Epithelial Part 1_Chen,Breast Lecture Epithelial,Breast::Neoplastic::Epithelial::In_Situ::Ductal_Carcinoma_In_Situ_DCIS,Ductal Carcinoma In Situ DCIS,Ductal_Carcinoma_In_Situ_DCIS,high,0.6606,0.0618,Breast::Neoplastic::Epithelial::In_Situ::Papillary_Ductal_Carcinoma_In_Situ,1652.96,1782.44,27:33,29:42,129.48,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Epithelial%20Part%201_Chen.mp4#t=1652.96,1782.44",semantic_gated_v0_2,"This image shows two ducts. The well-developed ducts are approximately two millimeters, showing at least a differential. However, the rest are mostly partial, and the entire lesion is only about two to three millimeters in total span. Even the well-developed duct does not actually constitute two millimeters. Therefore, this sample is both qualitatively and quantitatively insufficient for a diagnosis of ductal carcino"
Breast_Lecture_Epithelial Part 1_Chen,Breast Lecture Epithelial,Breast::Neoplastic::Epithelial::In_Situ::Ductal_Carcinoma_In_Situ_DCIS,Ductal Carcinoma In Situ DCIS,Ductal_Carcinoma_In_Situ_DCIS,high,0.6603,0.0997,Breast::Neoplastic::Epithelial::In_Situ::Papillary_Ductal_Carcinoma_In_Situ,1697.32,1831.16,28:17,30:31,133.84,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Epithelial%20Part%201_Chen.mp4#t=1697.32,1831.16",semantic_gated_v0_2,"About 80–85% of ductal carcinoma in situ (DCIS) cases present as mammographic calcifications without clinical findings. High-grade DCIS typically shows pleomorphic or linear branching (casting) calcifications, while low- and intermediate-grade DCIS tends to present with granular or amorphous calcifications. Rarely, DCIS may present as a palpable mass, particularly in high-grade cases or those involving underlying les"
Breast_Lecture_Epithelial Part 1_Chen,Breast Lecture Epithelial,Breast::Neoplastic::Epithelial::In_Situ::Ductal_Carcinoma_In_Situ_DCIS,Ductal Carcinoma In Situ DCIS,Ductal_Carcinoma_In_Situ_DCIS,high,0.6537,0.067,Breast::Neoplastic::Epithelial::In_Situ::Papillary_Ductal_Carcinoma_In_Situ,1831.16,1955.72,30:31,32:36,124.56,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Epithelial%20Part%201_Chen.mp4#t=1831.16,1955.72",semantic_gated_v0_2,"We're going to talk about histology. When we diagnose DCIS, we look at the nuclear grade, the architectural features (which have different patterns), and whether necrosis is present. The most important factors include the nuclear grade, architectural patterns—such as solid, cribriform, comedo, micropapillary, papillary, solid papillary, and clinging—and the presence of necrosis. It is important to consider nuclear gr"
Breast_Lecture_Epithelial Part 1_Chen,Breast Lecture Epithelial,Breast::Neoplastic::Epithelial::In_Situ::Ductal_Carcinoma_In_Situ_DCIS,Ductal Carcinoma In Situ DCIS,Ductal_Carcinoma_In_Situ_DCIS,high,0.6824,0.0719,Breast::Neoplastic::Epithelial::In_Situ::Papillary_Ductal_Carcinoma_In_Situ,2472.84,2595.08,41:13,43:15,122.24,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Epithelial%20Part%201_Chen.mp4#t=2472.84,2595.08",semantic_gated_v0_2,"DCIS with neuroendocrine differentiation tends to occur in older women. These often have a solid papillary pattern; it may feel solid, but a papillary architecture is also present. The cytology is frequently plasmatocytoid and sometimes spindle cells. This is strongly and diffusely positive for chromogranin. You can also see rare DCIS with the swimmers differentiation, and these are the ones you only typically see in"
Breast_Lecture_Fibroepithelial,Breast Lecture Fibroepithelial,Breast::Neoplastic::Mesenchymal::Low_Grade::Angiomyxoma,Angiomyxoma,Angiomyxoma,high,0.6623,0.0841,Breast::Neoplastic::Mesenchymal::Benign::Angiomatosis,3090.2,3138.2,51:30,52:18,48.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Fibroepithelial.mp4#t=3090.2,3138.2",semantic_gated_v0_2,"Angiomyxoma in the breast parenchyma is variably termed as lobular/nodular myxoid change, myxoma of the breast, nodular mucinosis, or myxoid fibroadenoma. Features of superficial angiomyxoma include being poorly circumscribed, lobulated or infiltrative, hypocellular, and myxoid with or without cystic changes. It is characterized by bland spindled or stellate fibroblasts, prominent thin-walled vessels, and admixed neu"
Breast_Lecture_Fibroepithelial,Breast Lecture Fibroepithelial,Breast::Neoplastic::Fibroepithelial::Benign::Juvenile_Fibroadenoma,Juvenile Fibroadenoma,Juvenile_Fibroadenoma,high,0.7097,0.091,Breast::Neoplastic::Fibroepithelial::Benign::Cellular_Fibroadenoma,867.48,1014.76,14:27,16:55,147.28,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Fibroepithelial.mp4#t=867.48,1014.76",semantic_gated_v0_2,"Juvenile fibroadenoma is a special morphological type with a constellation of features. It is more common in women under 20 years old; however, the usual-type fibroadenoma is most common in all age groups. Juvenile fibroadenomas can mimic phyllodes tumors clinically and morphologically due to rapid growth and large size. Histological features that may cause concern for phyllodes tumors include cellular stroma, perica"
Breast_Lecture_Fibroepithelial,Breast Lecture Fibroepithelial,Breast::Congenital_Structural::Hamartoma::Mammary_Hamartoma,Mammary Hamartoma,Mammary_Hamartoma,high,0.7889,0.0889,Breast::FibroEpithelial::Hamartoma,3271.2,3363.76,54:31,56:04,92.56,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Fibroepithelial.mp4#t=3271.2,3363.76",semantic_gated_v0_2,"Mammary hamartoma is a well-demarcated, generally encapsulated mass composed of normal breast tissue components (""breast in breast""). There is a wide age and size range. Most are sporadic; however, multiple hamartomas can occur in Cowden syndrome. Pathologic features include ducts, lobules, and fibroadipose stroma in varying proportions. Variants include adenolipoma, which presents with normal ducts/lobules and promi"
Breast_Lecture_Fibroepithelial,Breast Lecture Fibroepithelial,Breast::Neoplastic::Fibroepithelial::Variable_Behavior::Phyllodes_Tumor,Phyllodes Tumor,Phyllodes_Tumor,high,0.7492,0.1875,Breast::Neoplastic::Fibroepithelial::Benign::Cellular_Fibroadenoma,1436.72,1557.44,23:57,25:57,120.72,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Fibroepithelial.mp4#t=1436.72,1557.44",semantic_gated_v0_2,"Phyllodes tumors are fibroepithelial neoplasms showing a prominent intracanalicular architectural pattern with leaf-like stromal fronds. These fronds are capped by luminal epithelial and myoepithelial cell layers, as expected for benign epithelial components, and are accompanied by stromal hypercellularity. Phyllodes tumors are rare, comprising less than 1% of primary breast tumors and less than 2.5% of fibroepitheli"
Breast_Lecture_Fibroepithelial,Breast Lecture Fibroepithelial,Breast::Neoplastic::Fibroepithelial::Variable_Behavior::Phyllodes_Tumor,Phyllodes Tumor,Phyllodes_Tumor,high,0.6901,0.1616,Breast::Neoplastic::Fibroepithelial::Benign::Cellular_Fibroadenoma,1557.44,1681.56,25:57,28:02,124.12,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Fibroepithelial.mp4#t=1557.44,1681.56",semantic_gated_v0_2,"Phyllodes tumors usually present as a palpable mass lesion. Very often, the presentation is rapid growth or accelerated growth from a previously stable lesion. Large tumors can cause skin ulceration. The mean size is 4–5 cm, but there is a wide range (less than 3 cm to 20+ cm). Smaller lesions are increasingly detected by screening. Imaging is not accurate in differentiating between phyllodes tumors (PT) and fibroade"
Breast_Lecture_Fibroepithelial,Breast Lecture Fibroepithelial,Breast::Neoplastic::Fibroepithelial::Variable_Behavior::Phyllodes_Tumor,Phyllodes Tumor,Phyllodes_Tumor,high,0.6691,0.1719,Breast::Neoplastic::Epithelial::Benign::Syringomatous_Tumor,1937.88,2065.68,32:18,34:26,127.8,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Fibroepithelial.mp4#t=1937.88,2065.68",semantic_gated_v0_2,"Okay, so once you decide this is a phyllodes tumor, the next step is grading, and grading is very important because it predicts and correlates with biological behavior and also how to, in terms of management, surgical procedures. So it's actually graded as benign, borderline, and malignant based on six features. For benign phyllodes tumors, all five features must be present: a well-defined border; mild stromal cellul"
Breast_Lecture_Fibroepithelial,Breast Lecture Fibroepithelial,Breast::Neoplastic::Fibroepithelial::Variable_Behavior::Phyllodes_Tumor,Phyllodes Tumor,Phyllodes_Tumor,high,0.6641,0.0967,Breast::Neoplastic::Mesenchymal::Benign::Lipoma,2065.68,2139.2,34:26,35:39,73.52,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Fibroepithelial.mp4#t=2065.68,2139.2",semantic_gated_v0_2,"So, this is a benign phyllodes tumor, circumscribed. You see the leaf-like architecture and how these very well-circumscribed borders appear. Mild cellularity is present. There is no atypia or significant cellular pleomorphism (TPL), though myoepithelial cells may be present, and there's a low mitotic count. There is no stromal overgrowth; you can see that there is still an epithelial component present throughout the"
Breast_Lecture_Fibroepithelial,Breast Lecture Fibroepithelial,Breast::Neoplastic::Fibroepithelial::Variable_Behavior::Phyllodes_Tumor,Phyllodes Tumor,Phyllodes_Tumor,high,0.6718,0.1564,Breast::Neoplastic::Fibroepithelial::Benign::Cellular_Fibroadenoma,2704.2,2804.2,45:04,46:44,100.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Fibroepithelial.mp4#t=2704.2,2804.2",semantic_gated_v0_2,"Okay, so how about genetics? Finally, the stroma is neoplastic. As we know, the most interesting aspect is that phyllodes tumors share pathogenesis with fibroadenomas. They have a similar mutational repertoire: MED12, RARA, FLNA, KMT2D, SETD2, and others. Some phyllodes tumors likely arise from fibroadenomas, possibly with additional mutations. The TERT promoter hotspot mutations correlate with phyllodes tumor grade "
Breast_Lecture_Grossing,Breast Lecture Grossing,Breast::Neoplastic::Fibroepithelial::Variable_Behavior::Phyllodes_Tumor,Phyllodes Tumor,Phyllodes_Tumor,high,0.6735,0.0737,Breast::Congenital_Structural::Cyst::Fibrocystic_Changes,1803.52,1922.72,30:04,32:03,119.2,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Grossing.mp4#t=1803.52,1922.72",semantic_gated_v0_2,"There are some cysts here. To be completely honest, sometimes it is really hard to tell the difference between a fibrocystic change and a stellate fibrous tumor; it is hard to tell grossly sometimes what you are looking at. Anyone who says, 'Oh, that's definitely fibrocystic change,' or 'That's definitely a tumor,' is probably misleading you. This is an example of a fibroid. It's got this sort of fleshy surface. You "
Breast_Lecture_Invasive,Breast Lecture Invasive,Breast::Neoplastic::Epithelial::Malignant::Invasive_Lobular_Carcinoma,Invasive Lobular Carcinoma,Invasive_Lobular_Carcinoma,high,0.6971,0.0672,Breast::Neoplastic::Epithelial::In_Situ::Lobular_Carcinoma_In_Situ_LCIS,932.2,1066.84,15:32,17:47,134.64,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Invasive.mp4#t=932.2,1066.84",semantic_gated_v0_2,"Depending on the grade, the morphology varies. In grade one, you can see nice tubule formation with lumens, whereas in grade two, you are seeing solid nests with hardly any lumen formation. For scoring of glands, you would give this a three. Nuclear atypia is not that much, so for two, and so you're already at five. Then, depending on how many mitoses you see, if the score is one or two, it still stays in grade two. "
Breast_Lecture_Invasive,Breast Lecture Invasive,Breast::Neoplastic::Epithelial::Malignant::Mucinous_Carcinoma,Mucinous Carcinoma,Mucinous_Carcinoma,high,0.6962,0.0555,Breast::Neoplastic::Epithelial::Malignant::Micropapillary_Carcinoma,2669.32,2808.8,44:29,46:49,139.48,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Invasive.mp4#t=2669.32,2808.8",semantic_gated_v0_2,"Mucinous carcinomas are divided into Type A and Type B. Type A, the hypocellular variant, occurs mostly in younger patients and shows ribbons and rings of tumor cells. Type B is more cellular, with solid nests or anastomosing sheets, and may show neuroendocrine differentiation. Importantly, these classifications have no prognostic significance; they are of diagnostic and histogenetic interest only. The image shows Ty"
Breast_Lecture_Lobular,Breast Lecture Lobular,Breast::Neoplastic::Epithelial::Precursor::Atypical_Lobular_Hyperplasia_ALH,Atypical Lobular Hyperplasia ALH,Atypical_Lobular_Hyperplasia_ALH,high,0.7148,0.1257,Breast::Neoplastic::Epithelial::In_Situ::Lobular_Carcinoma_In_Situ_LCIS,766.08,883.44,12:46,14:43,117.36,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Lobular.mp4#t=766.08,883.44",semantic_gated_v0_2,"Okay. So, David Page was the first to define atypical lobular hyperplasia (ALH). These cells are similar to those seen in lobular carcinoma in situ (LCIS), but involve less space. ALH is defined by less than 50% of the acini in the terminal duct lobular unit (TDLU) being expanded. When more than 50% of the acini within the TDLU are expanded, it is called LCIS. What does 'expanded' mean? There are two approaches. Some"
Breast_Lecture_Lobular,Breast Lecture Lobular,Breast::Neoplastic::Epithelial::Precursor::Atypical_Lobular_Hyperplasia_ALH,Atypical Lobular Hyperplasia ALH,Atypical_Lobular_Hyperplasia_ALH,high,0.7223,0.1426,Breast::Neoplastic::Epithelial::Malignant::Invasive_Lobular_Carcinoma,1533.52,1651.28,25:34,27:31,117.76,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Lobular.mp4#t=1533.52,1651.28",semantic_gated_v0_2,"Atypical lobular hyperplasia (ALH) and two lesions can actually mimic lobular lesions. One is the so-called clear cell change. These are lobules with a clear cell change. At low power, you might consider this lobular. However, these cells are very small and abundant; clear cell positivity is not like what you see in vacuoles. These are clear cell changes. If you perform E-cadherin staining, they will be positive, whe"
Breast_Lecture_Lobular,Breast Lecture Lobular,Breast::Neoplastic::Epithelial::Precursor::Atypical_Lobular_Hyperplasia_ALH,Atypical Lobular Hyperplasia ALH,Atypical_Lobular_Hyperplasia_ALH,high,0.729,0.0566,Breast::Neoplastic::Epithelial::In_Situ::Lobular_Carcinoma_In_Situ_LCIS,1652.24,1752.88,27:32,29:13,100.64,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Lobular.mp4#t=1652.24,1752.88",semantic_gated_v0_2,"This is particularly true in postmenopausal women who usually do not have many lobules and only have atrophic breast tissue. Sometimes, the tissue may only grow in one or two layers of cells at low power. You might think it is benign, but at medium to high power, you can appreciate these cells. The edges have a very prominent border. This might indicate that we are dealing with atypical lobular hyperplasia (ALH) invo"
Breast_Lecture_Lobular,Breast Lecture Lobular,Breast::Neoplastic::Epithelial::In_Situ::Lobular_Carcinoma_In_Situ_LCIS,Lobular Carcinoma In Situ LCIS,Lobular_Carcinoma_In_Situ_LCIS,high,0.7445,0.0775,Breast::Neoplastic::Epithelial::In_Situ::Pleomorphic_Lobular_Carcinoma_In_Situ,321.44,415.28,5:21,6:55,93.84,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Lobular.mp4#t=321.44,415.28",semantic_gated_v0_2,"Lobular carcinoma in situ (LCIS) was first described by Dr. C.D. Haagensen in 1978. Many studies were conducted, observing that some patients did not undergo a procedure even when a mastectomy was recommended. These studies found that LCIS is more of a risk factor for invasive breast cancer than a true precursor, as many patients with LCIS do not develop invasive breast cancer. However, they have an 8 to 10 times inc"
Breast_Lecture_Lobular,Breast Lecture Lobular,Breast::Neoplastic::Epithelial::In_Situ::Lobular_Carcinoma_In_Situ_LCIS,Lobular Carcinoma In Situ LCIS,Lobular_Carcinoma_In_Situ_LCIS,high,0.761,0.0675,Breast::Neoplastic::Epithelial::In_Situ::Pleomorphic_Lobular_Carcinoma_In_Situ,417.28,587.44,6:57,9:47,170.16,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Lobular.mp4#t=417.28,587.44",semantic_gated_v0_2,"That's a brief history. Now, let's discuss classic lobular carcinoma in situ (LCIS) and atypical lobular hyperplasia (ALH). LCIS and ALH show no clinical or growth abnormalities and are often incidental microscopic findings from breast biopsies or excisions performed for other reasons. However, they can be associated with cancer and are potential targets, though this represents a small portion of cases. The incidence"
Breast_Lecture_Lobular,Breast Lecture Lobular,Breast::Neoplastic::Epithelial::In_Situ::Lobular_Carcinoma_In_Situ_LCIS,Lobular Carcinoma In Situ LCIS,Lobular_Carcinoma_In_Situ_LCIS,high,0.6982,0.089,Breast::Neoplastic::Epithelial::Malignant::Invasive_Lobular_Carcinoma,884.64,991.44,14:45,16:31,106.8,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Lobular.mp4#t=884.64,991.44",semantic_gated_v0_2,"Initially, when discussing LCIS, especially in proximity to invasive lobular carcinoma, it was considered a precursor lesion. However, other studies suggest LCIS is more accurately characterized by its risk factors. The long-term risk for invasive cancer is significant, as it takes time to develop. When cancer does develop in patients with LCIS, it can be bilateral and present as invasive ductal carcinoma (IDC) or in"
Breast_Lecture_Lobular,Breast Lecture Lobular,Breast::Neoplastic::Epithelial::In_Situ::Lobular_Carcinoma_In_Situ_LCIS,Lobular Carcinoma In Situ LCIS,Lobular_Carcinoma_In_Situ_LCIS,high,0.6679,0.0508,Breast::Neoplastic::Epithelial::In_Situ::Pleomorphic_Lobular_Carcinoma_In_Situ,1407.44,1533.52,23:27,25:34,126.08,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Lobular.mp4#t=1407.44,1533.52",semantic_gated_v0_2,"This is quite an evolution. Recent NCCN guidelines recommend that if classic LCIS shows concordant findings, the patient does not need immediate excision and can be offered risk reduction measures. However, if imaging is non-concordant, a surgical procedure is recommended. We know how to handle Lobular Carcinoma In Situ (LCS) in core biopsies, but what about when we see it in excisions? LCS is a multifocal disease, s"
Breast_Lecture_Lobular,Breast Lecture Lobular,Breast::Neoplastic::Epithelial::In_Situ::Lobular_Carcinoma_In_Situ_LCIS,Lobular Carcinoma In Situ LCIS,Lobular_Carcinoma_In_Situ_LCIS,high,0.6654,0.0516,Breast::Neoplastic::Epithelial::In_Situ::Florid_Lobular_Carcinoma_In_Situ,2198.8,2318.72,36:39,38:39,119.92,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Lobular.mp4#t=2198.8,2318.72",semantic_gated_v0_2,"E-cadherin is important in daily practice and is usually easy to interpret. However, there are pitfalls. Approximately 15% of lobular carcinomas show E-cadherin staining due to mutations leading to abnormal protein synthesis. Aberrant staining patterns include dot-like or Golgi, granular or cytoplasmic, fragmented/partial membranous, and circumferential but weak membranous staining. An impaired E-cadherin/catenin com"
Breast_Lecture_Papillary,Breast Lecture Papillary,Breast::Neoplastic::Epithelial::Malignant::Encapsulated_Papillary_Carcinoma,Encapsulated Papillary Carcinoma,Encapsulated_Papillary_Carcinoma,high,0.721,0.0868,Breast::Epithelial::Papillary_Neoplasms::Invasive_Papillary_Carcinoma,1524.96,1657.92,25:25,27:38,132.96,"https://storage.googleapis.com/pathology-hub-0/source_videos/Breast_Lecture_Papillary.mp4#t=1524.96,1657.92",semantic_gated_v0_2,"Papillary carcinomas usually have an encapsulated behavior; however, pathology has noticed some cases that show behavior suggesting they are not always contained. This is an example of a patient with a previous diagnosis of intracystic papillary carcinoma who had a mastectomy but then developed a chest wall nodule. As you can see, this is a circumscribed papillary carcinoma involving locally recurrent disease, involv"
