video_id,lecture_title,primary_tag,topic_label,entity_name,start_sec,end_sec,start_label,end_label,duration_sec,video_time_url,tag_status,tag_score,excerpt
BST_Lecture_4_SoftTissue3,BST Lecture 4 SoftTissue3,BST::Soft_Tissue::Fibroblastic::Malignant::Dermatofibrosarcoma_Protuberans_Fibrosarcomatous,Dermatofibrosarcoma Protuberans Fibrosarcomatous,Dermatofibrosarcoma_Protuberans_Fibrosarcomatous,209.0,335.0,3:29,5:35,126.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_4_SoftTissue3.mp4#t=209,335",semantic_gated_v0_2,0.7094,"Some textbooks include other entities such as juvenile xanthogranuloma, which is often included in variants of fibrosarcoma, citoma, and the annual small epithelial tumors. The geometry of fibrosarcomas is also included in some textbooks. This is a translocation tumor with very diverse morphology and a broad spectrum of clinical behavior, ranging from local excision which is curative to disseminated metastatic diseas"
BST_Lecture_4_SoftTissue3,BST Lecture 4 SoftTissue3,BST::Soft_Tissue::Fibroblastic::Malignant::Dermatofibrosarcoma_Protuberans_Fibrosarcomatous,Dermatofibrosarcoma Protuberans Fibrosarcomatous,Dermatofibrosarcoma_Protuberans_Fibrosarcomatous,448.0,585.0,7:28,9:45,137.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_4_SoftTissue3.mp4#t=448,585",semantic_gated_v0_2,0.6597,"A cellular dermatofibroma or cellular fibrosarcoid type tends to be a little more monotonous and tightly packed, but still tends to be storiform. And then there are tons of other ones. There are pigmented ones that can get lipidized and epithelioid so that you actually lose the storiform architecture, and you just have a bunch of plump foamy cells, most of which look macrophage-like. So really diverse. I think the ke"
BST_Lecture_4_SoftTissue3,BST Lecture 4 SoftTissue3,BST::Soft_Tissue::Fibroblastic::Malignant::Dermatofibrosarcoma_Protuberans_Fibrosarcomatous,Dermatofibrosarcoma Protuberans Fibrosarcomatous,Dermatofibrosarcoma_Protuberans_Fibrosarcomatous,685.0,824.0,11:25,13:44,139.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_4_SoftTissue3.mp4#t=685,824",semantic_gated_v0_2,0.5777,"This is the simple sort of textbook, first page of the textbook teaching. So DFSP factor 13a and DFSP 34. You'll see cases come to the consult service on, you know, both septic consult service with those two stains for a superficial, cutaneous lesion because they're thinking, could this be DF or DFSP? And yes, CD34 is diffusely positive in DFSP. Back to 13a, generally negative, but you can still find occasional cells"
BST_Lecture_4_SoftTissue3,BST Lecture 4 SoftTissue3,BST::Soft_Tissue::Fibroblastic::Intermediate::Desmoid_Type_Fibromatosis,Desmoid Type Fibromatosis,Desmoid_Type_Fibromatosis,933.0,1014.0,15:33,16:54,81.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_4_SoftTissue3.mp4#t=933,1014",semantic_gated_v0_2,0.6011,"So highly infiltrative, pink. This is a very pink-looking tumor. It's pretty hypocellular. And its claim to fame is actually it has two big claims to fame. One is there are no variants of desmoid. Like there's a pigmented variant of DFSP, right? There's monophasic and biphasic variants of synovial sarcoma. Every tumor has a variant. There are no variants of desmoid. It looks the same wherever it is. There is not a ps"
BST_Lecture_4_SoftTissue3,BST Lecture 4 SoftTissue3,BST::Soft_Tissue::Uncertain_Diff::Malignant::Extraskeletal_Myxoid_Chondrosarcoma,Extraskeletal Myxoid Chondrosarcoma,Extraskeletal_Myxoid_Chondrosarcoma,3577.16,3682.52,59:37,1:01:23,105.36,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_4_SoftTissue3.mp4#t=3577.16,3682.52",semantic_gated_v0_2,0.6939,"They look a little myoepithelial, perhaps, which is actually one of the main things in the differential. If I told you this thing on the right was in the salivary gland, you might think, ""Yeah, you know, maybe PA, you know, something that might go in that category."" You'd be thinking that because this tumor looks a lot like that. It's a translocation tumor, so monotonous, same cell over and over again. This was from "
BST_Lecture_4_SoftTissue3,BST Lecture 4 SoftTissue3,BST::Soft_Tissue::Fibroblastic::Malignant::Myxofibrosarcoma,Myxofibrosarcoma,Myxofibrosarcoma,1306.0,1435.0,21:46,23:55,129.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_4_SoftTissue3.mp4#t=1306,1435",semantic_gated_v0_2,0.638,"It's almost always a subcutaneous tumor. It's grossly gelatinous and microscopically myxoid. It looks innocuous in that it looks circumscribed and it will feel circumscribed to the surgeon. This is probably one of the most common consults we get where the clinical was, you know, like a comma, and then a dermatologist took it out or a plastic surgeon took it out, sort of piece by piece. And of course it was a myxofibr"
BST_Lecture_4_SoftTissue3,BST Lecture 4 SoftTissue3,BST::Soft_Tissue::Fibroblastic::Malignant::Myxofibrosarcoma,Myxofibrosarcoma,Myxofibrosarcoma,1476.0,1588.0,24:36,26:28,112.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_4_SoftTissue3.mp4#t=1476,1588",semantic_gated_v0_2,0.7308,"The tumor's name, myxofibrosarcoma, derives from 'myxo' coming first because it is predominantly myxoid. However, fibromyxoid sarcoma starts with 'fibro' instead of 'myxo,' indicating it is predominantly collagenous and pink, with some alternating myxoid zones. This distinction is important as the former is typically blue and myxoid, while fibromyxoid sarcoma is pink. Fibromyxoid sarcoma is common in younger patients"
BST_Lecture_5_Bone1,BST Lecture 5 Bone1,BST::Bone::Reactive::Infectious::Osteomyelitis_Acute,Osteomyelitis Acute,Osteomyelitis_Acute,2513.56,2668.44,41:54,44:28,154.88,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_5_Bone1.mp4#t=2513.56,2668.44",semantic_gated_v0_2,0.5846,"Acute osteomyelitis can present with diabetic toes or osteomyelitis in children, and it's a diagnosis that should be made with imaging and clinical correlation. Clinically, it's a diverse disease: children typically don't have classic infection symptoms like fever or elevated white counts, while diabetic toe infections are more obvious with gangrene and pus. Radiographically, acute osteomyelitis is typically lytic an"
BST_Lecture_5_Bone1,BST Lecture 5 Bone1,BST::Bone::Reactive::Infectious::Osteomyelitis_Chronic,Osteomyelitis Chronic,Osteomyelitis_Chronic,2802.28,2936.44,46:42,48:56,134.16,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_5_Bone1.mp4#t=2802.28,2936.44",semantic_gated_v0_2,0.5215,"It can get really exuberant to the point where it gets scary. So if you don't know that there's an infection going on because you don't have a slide that shows it, or you have bad clinical history, and the imaging, you don't have any imaging to determine whether you're looking at a tumor or a mirrored infiltrated process like an infection, and there are no cultures. The involucrum can actually have endochondral ossif"
BST_Lecture_5_Bone1,BST Lecture 5 Bone1,BST::Bone::Reactive::Infectious::Osteomyelitis_Chronic,Osteomyelitis Chronic,Osteomyelitis_Chronic,2936.44,3041.52,48:56,50:42,105.08,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_5_Bone1.mp4#t=2936.44,3041.52",semantic_gated_v0_2,0.6112,"This is amazing, right? Here's a chronic osteomyelitis that looks like osteosarcoma. I showed you that periosteal sunburst-like reaction, and this one actually, then there's chronic osteo. There's another one, moth-eaten appearance with a periosteal reaction and metaphyseal lesion. This very well could have been an osteosarcoma, also ended up being chronic osteomyelitis. So it should look like dead bone, dense fibros"
BST_Lecture_5_Bone1,BST Lecture 5 Bone1,BST::Bone::Osteogenic::Malignant::Osteosarcoma_Periosteal,Osteosarcoma Periosteal,Osteosarcoma_Periosteal,1605.52,1711.48,26:46,28:31,105.96,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_5_Bone1.mp4#t=1605.52,1711.48",semantic_gated_v0_2,0.5648,"You look for whether it's litigious, sclerotic, marginated, circumscribed, or permeative. Finally, you look for the presence or absence of a periosteal reaction. Generally speaking, aggressive lesions are fast-growing and produce a periosteal reaction. This is an osteosarcoma where the periosteum is lifted and there's tumor underneath it. Remember, there are those Sharpey's fibers in there, so they're tightly holding"
BST_Lecture_5_Bone1,BST Lecture 5 Bone1,BST::Bone::Reactive::Metabolic::Paget_Disease,Paget Disease,Paget_Disease,3359.08,3489.2,55:59,58:09,130.12,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_5_Bone1.mp4#t=3359.08,3489.2",semantic_gated_v0_2,0.725,"Paget's disease of bone is one of the most common bone lesions seen in adults. It is not a neoplasm, nor is it technically a metabolic disease because it is not ongoing. Patients with Paget's disease do not develop new lesions after the initial diagnosis; existing lesions remain the only ones they will ever have. It is likely related to both an autoimmune process and potentially an infection. The pathology of the dis"
BST_Lecture_5_Bone1,BST Lecture 5 Bone1,BST::Bone::Reactive::Metabolic::Paget_Disease,Paget Disease,Paget_Disease,3490.48,3619.52,58:10,1:00:20,129.04,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_5_Bone1.mp4#t=3490.48,3619.52",semantic_gated_v0_2,0.6863,"Paget's disease is predominantly a mixture of both woven and lamellar bone, but it's predominantly woven. You get increased amounts of the bone, with even the lamellar having a more woven, haphazard appearance. This is the mid-phase, which occasionally will catch. This is indistinguishable from hyperparathyroidism or renal failure in any state where the body is demanding more calcium, causing increased turnover, thus"
BST_Lecture_5_Bone1,BST Lecture 5 Bone1,BST::Bone::Normal_Histology::Radiologic_Approach_To_Bone_Tumors,Radiologic Approach To Bone Tumors,Radiologic_Approach_To_Bone_Tumors,960.36,1024.32,16:00,17:04,63.96,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_5_Bone1.mp4#t=960.36,1024.32",semantic_gated_v0_2,0.5374,"So that's somewhat challenging. And we'll get to some radiology in just a minute. But what are the questions clinically, before we get to radiology, what are the questions clinically that you want answers to as you look at a bone case? So I think much the same as when you look at any tumor in a patient, age is critical. Certain kinds of bone tumors occur in kids. So unicameral bone cysts and Langerhans cell histiocyt"
BST_Lecture_5_Bone1,BST Lecture 5 Bone1,BST::Bone::Normal_Histology::Radiologic_Approach_To_Bone_Tumors,Radiologic Approach To Bone Tumors,Radiologic_Approach_To_Bone_Tumors,1274.16,1434.2,21:14,23:54,160.04,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_5_Bone1.mp4#t=1274.16,1434.2",semantic_gated_v0_2,0.5021,"As a pathologist, you are not trained to read films. However, as a physician, you should be able to at least look at a plain film, identify a lesion, and describe it. At a minimum, you should be able to read a radiology report, understand the descriptions, and know what the words mean. This does not mean you need to be able to read an MRI with all its different modalities, but plain X-rays and CT scans are likely imp"
BST_Lecture_6_Bone2,BST Lecture 6 Bone2,BST::Bone::Chondrogenic::Benign::Enchondroma,Enchondroma,Enchondroma,1017.04,1149.04,16:57,19:09,132.0,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_6_Bone2.mp4#t=1017.04,1149.04",semantic_gated_v0_2,0.6625,"The risk of malignant transformation in a benign, sporadic cartilage tumor is very low to none. In enchondromas, true endochondromas, there are case reports of them undergoing malignant transformation, but given how rare this is, it's often questioned whether the original diagnosis was correct or if it was always a chondrosarcoma, as low-grade cartilage tumors can be difficult to distinguish. Sporadic osteochondromas"
BST_Lecture_6_Bone2,BST Lecture 6 Bone2,BST::Bone::Chondrogenic::Benign::Enchondroma,Enchondroma,Enchondroma,1149.04,1274.56,19:09,21:15,125.52,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_6_Bone2.mp4#t=1149.04,1274.56",semantic_gated_v0_2,0.6265,"Beautiful correlates between radiology and pathology is that benign cartilage tumors grow as multiple discrete nodules of cartilage, many of which, not all, but many of which will have peripheral endochondral ossification. And that's the component that calcifies. So they have these rings of calcification or sometimes not complete rings, just arcs of calcification. And if you overlay those three in three dimensions, y"
BST_Lecture_6_Bone2,BST Lecture 6 Bone2,BST::Syndromes::Predisposition::Skeletal::Enchondromatosis_Ollier_Maffucci,Enchondromatosis Ollier Maffucci,Enchondromatosis_Ollier_Maffucci,908.0,1016.08,15:08,16:56,108.08,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_6_Bone2.mp4#t=908,1016.08",semantic_gated_v0_2,0.6912,"Ollier or Maffucci syndrome presents with multiple lytic lesions, some expanding, involving multiple fingers and phalanges. These lesions, characteristic of cartilage tumors, appear radiographically as soap bubbles or cumulus clouds. The presence of an enchondroma indicates Maffucci syndrome, but further investigation is needed to determine if other tumors are present. This is a high-grade cartilage tumor in the phal"
BST_Lecture_6_Bone2,BST Lecture 6 Bone2,BST::Bone::Reactive::Structural::Fracture_Callus,Fracture Callus,Fracture_Callus,0.0,88.4,0:00,1:28,88.4,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_6_Bone2.mp4#t=0,88.4",semantic_gated_v0_2,0.5253,"Please. Okay. All right. I'm going to go ahead and start. So we left off yesterday with fracture Healing only because this produces bone and cartilage that can sometimes be mistaken for a neoplasm. Now, it won't be mistaken for any neoplasm by anybody here because you're going to review the imaging and the clinical history. So, an acute fracture is not a diagnostic dilemma. Usually, there's trauma associated with it,"
BST_Lecture_6_Bone2,BST Lecture 6 Bone2,BST::Bone::Reactive::Structural::Fracture_Callus,Fracture Callus,Fracture_Callus,88.4,214.24,1:28,3:34,125.84,"https://storage.googleapis.com/pathology-hub-0/source_videos/BST_Lecture_6_Bone2.mp4#t=88.4,214.24",semantic_gated_v0_2,0.5728,"Much like any other traumatic injury in the body, within the first day to about two weeks, there's a soft, fibrous meshwork of fibrin and early collagen production, osteoclastic and osteoblastic activity, and chondrocyte activity, creating what's called a soft callus. This is non-mineralized, and if not immobilized, it will continue to fracture. If it is immobilized and heals, the soft callus will ultimately reorgani"
